TimeStep,Agent_ID,Current_X,Current_Y,Goal_X,Goal_Y,Battery_Level,Urgency_Score,Total_Priority,Status
3,3,14,16,18,18,47.5,105.0,108.0,Active
3,4,5,25,7,15,47.5,105.0,108.0,Active
3,5,23,4,6,14,86.5,27.0,30.0,Active
3,6,22,21,27,4,15.5,169.0,172.0,Active
3,7,22,1,0,29,71.5,57.0,60.0,Active
3,8,26,10,25,9,26.5,147.0,150.0,Active
3,9,3,13,10,22,16.5,167.0,170.0,Active
3,10,30,28,15,19,55.5,89.0,92.0,Active
3,11,20,22,11,24,96.5,7.0,10.0,Active
3,12,2,16,18,1,74.5,51.0,54.0,Active
3,13,13,9,0,27,77.5,45.0,48.0,Active
3,14,11,23,29,8,73.5,53.0,56.0,Active
3,15,10,27,15,5,79.5,41.0,44.0,Active
3,16,28,16,22,16,54.5,91.0,94.0,Active
3,17,29,1,15,7,19.5,161.0,164.0,Active
3,18,23,15,29,20,84.5,31.0,34.0,Active
3,19,21,17,4,17,48.5,103.0,106.0,Active
3,20,23,12,28,31,53.5,93.0,96.0,Active
3,21,7,17,25,21,41.5,117.0,120.0,Active
3,22,26,26,0,30,24.5,151.0,154.0,Active
3,23,20,4,14,4,92.5,15.0,18.0,Active
3,24,17,14,13,28,79.5,41.0,44.0,Active
3,25,21,19,24,29,66.5,67.0,70.0,Active
3,26,16,9,27,7,44.5,111.0,114.0,Active
3,27,29,14,4,7,82.5,35.0,38.0,Active
3,28,21,15,21,6,57.5,85.0,88.0,Active
3,29,29,30,1,11,48.5,103.0,106.0,Active
3,30,30,26,4,18,48.5,103.0,106.0,Active
3,31,14,4,20,0,28.5,143.0,146.0,Active
3,32,2,15,31,25,16.5,167.0,170.0,Active
3,33,18,9,24,8,58.5,83.0,86.0,Active
3,34,11,14,12,10,88.5,23.0,26.0,Active
3,35,17,17,5,18,13.5,173.0,176.0,Active
3,36,23,21,0,26,86.5,27.0,30.0,Active
3,37,12,12,1,4,83.5,33.0,36.0,Active
3,38,17,5,6,2,33.5,133.0,136.0,Active
3,39,20,30,11,18,65.5,69.0,72.0,Active
3,40,8,23,13,5,23.5,153.0,156.0,Active
3,41,26,15,5,5,76.5,47.0,50.0,Active
3,42,4,7,9,22,71.5,57.0,60.0,Active
3,43,25,7,25,10,40.5,119.0,122.0,Active
3,44,24,25,18,31,14.5,171.0,174.0,Active
3,45,22,30,14,29,96.5,7.0,10.0,Active
3,46,12,6,27,0,48.5,103.0,106.0,Active
3,47,15,26,7,23,89.5,21.0,24.0,Active
3,48,29,20,30,20,69.5,61.0,64.0,Active
3,49,13,1,7,8,78.5,43.0,46.0,Active
4,0,10,9,7,18,16.0,168.0,172.0,Active
4,1,26,10,1,16,78.0,44.0,48.0,Active
4,2,10,3,13,21,67.0,66.0,70.0,Active
4,3,15,16,18,18,47.0,106.0,110.0,Active
4,4,6,25,7,15,47.0,106.0,110.0,Active
4,5,23,5,6,14,86.0,28.0,32.0,Active
4,6,22,20,27,4,15.0,170.0,174.0,Active
4,7,22,2,0,29,71.0,58.0,62.0,Active
4,8,25,10,25,9,26.0,148.0,152.0,Active
4,9,4,13,10,22,16.0,168.0,172.0,Active
4,10,30,27,15,19,55.0,90.0,94.0,Active
4,11,19,22,11,24,96.0,8.0,12.0,Active
4,12,2,15,18,1,74.0,52.0,56.0,Active
4,13,13,10,0,27,77.0,46.0,50.0,Active
4,14,12,23,29,8,73.0,54.0,58.0,Active
4,15,11,27,15,5,79.0,42.0,46.0,Active
4,16,27,16,22,16,54.0,92.0,96.0,Active
4,17,28,1,15,7,19.0,162.0,166.0,Active
4,18,24,15,29,20,84.0,32.0,36.0,Active
4,19,20,17,4,17,48.0,104.0,108.0,Active
4,20,23,13,28,31,53.0,94.0,98.0,Active
4,21,7,18,25,21,41.0,118.0,122.0,Active
4,22,26,27,0,30,24.0,152.0,156.0,Active
4,23,19,4,14,4,92.0,16.0,20.0,Active
4,24,16,14,13,28,79.0,42.0,46.0,Active
4,25,21,20,24,29,66.0,68.0,72.0,Active
4,26,17,9,27,7,44.0,112.0,116.0,Active
4,27,29,13,4,7,82.0,36.0,40.0,Active
4,28,21,14,21,6,57.0,86.0,90.0,Active
4,29,29,29,1,11,48.0,104.0,108.0,Active
4,30,29,26,4,18,48.0,104.0,108.0,Active
4,31,14,3,20,0,28.0,144.0,148.0,Active
4,32,3,15,31,25,16.0,168.0,172.0,Active
4,33,19,9,24,8,58.0,84.0,88.0,Active
4,34,12,14,12,10,88.0,24.0,28.0,Active
4,35,16,17,5,18,13.0,174.0,178.0,Active
4,36,22,21,0,26,86.0,28.0,32.0,Active
4,37,12,11,1,4,83.0,34.0,38.0,Active
4,38,16,5,6,2,33.0,134.0,138.0,Active
4,39,19,30,11,18,65.0,70.0,74.0,Active
4,40,8,22,13,5,23.0,154.0,158.0,Active
4,41,25,15,5,5,76.0,48.0,52.0,Active
4,42,4,8,9,22,71.0,58.0,62.0,Active
4,43,25,8,25,10,40.0,120.0,124.0,Active
4,44,24,26,18,31,14.0,172.0,176.0,Active
4,45,21,30,14,29,96.0,8.0,12.0,Active
4,46,12,5,27,0,48.0,104.0,108.0,Active
4,47,15,25,7,23,89.0,22.0,26.0,Active
4,48,30,20,30,20,69.5,61.0,61.0,Finished
4,49,12,1,7,8,78.0,44.0,48.0,Active
5,0,10,10,7,18,15.5,169.0,174.0,Active
5,1,26,11,1,16,77.5,45.0,50.0,Active
5,2,11,3,13,21,66.5,67.0,72.0,Active
5,3,16,16,18,18,46.5,107.0,112.0,Active
5,4,7,25,7,15,46.5,107.0,112.0,Active
5,5,23,6,6,14,85.5,29.0,34.0,Active
5,6,23,20,27,4,14.5,171.0,176.0,Active
5,7,22,3,0,29,70.5,59.0,64.0,Active
5,8,25,9,25,9,26.0,148.0,148.0,Finished
5,9,5,13,10,22,15.5,169.0,174.0,Active
5,10,30,26,15,19,54.5,91.0,96.0,Active
5,11,18,22,11,24,95.5,9.0,14.0,Active
5,12,3,15,18,1,73.5,53.0,58.0,Active
5,13,12,10,0,27,76.5,47.0,52.0,Active
5,14,12,22,29,8,72.5,55.0,60.0,Active
5,15,12,27,15,5,78.5,43.0,48.0,Active
5,16,26,16,22,16,53.5,93.0,98.0,Active
5,17,28,2,15,7,18.5,163.0,168.0,Active
5,18,25,15,29,20,83.5,33.0,38.0,Active
5,19,19,17,4,17,47.5,105.0,110.0,Active
5,20,24,13,28,31,52.5,95.0,100.0,Active
5,21,8,18,25,21,40.5,119.0,124.0,Active
5,22,25,27,0,30,23.5,153.0,158.0,Active
5,23,19,5,14,4,91.5,17.0,22.0,Active
5,24,15,14,13,28,78.5,43.0,48.0,Active
5,25,22,20,24,29,65.5,69.0,74.0,Active
5,26,18,9,27,7,43.5,113.0,118.0,Active
5,27,28,13,4,7,81.5,37.0,42.0,Active
5,28,21,13,21,6,56.5,87.0,92.0,Active
5,29,28,29,1,11,47.5,105.0,110.0,Active
5,30,29,25,4,18,47.5,105.0,110.0,Active
5,31,14,2,20,0,27.5,145.0,150.0,Active
5,32,4,15,31,25,15.5,169.0,174.0,Active
5,33,20,9,24,8,57.5,85.0,90.0,Active
5,34,12,13,12,10,87.5,25.0,30.0,Active
5,35,15,17,5,18,12.5,175.0,180.0,Active
5,36,21,21,0,26,85.5,29.0,34.0,Active
5,37,11,11,1,4,82.5,35.0,40.0,Active
5,38,15,5,6,2,32.5,135.0,140.0,Active
5,39,19,29,11,18,64.5,71.0,76.0,Active
5,40,8,21,13,5,22.5,155.0,160.0,Active
5,41,25,14,5,5,75.5,49.0,54.0,Active
5,42,5,8,9,22,70.5,59.0,64.0,Active
5,43,25,8,25,10,39.9,120.2,125.2,Active
5,44,23,26,18,31,13.5,173.0,178.0,Active
5,45,21,29,14,29,95.5,9.0,14.0,Active
5,46,13,5,27,0,47.5,105.0,110.0,Active
5,47,14,25,7,23,88.5,23.0,28.0,Active
5,48,30,20,30,20,69.5,61.0,61.0,Finished
5,49,11,1,7,8,77.5,45.0,50.0,Active
6,0,10,11,7,18,15.0,170.0,176.0,Active
6,1,25,11,1,16,77.0,46.0,52.0,Active
6,2,11,4,13,21,66.0,68.0,74.0,Active
6,3,17,16,18,18,46.0,108.0,114.0,Active
6,4,7,24,7,15,46.0,108.0,114.0,Active
6,5,22,6,6,14,85.0,30.0,36.0,Active
6,6,24,20,27,4,14.0,172.0,178.0,Active
6,7,22,4,0,29,70.0,60.0,66.0,Active
6,8,25,9,25,9,26.0,148.0,148.0,Finished
6,9,6,13,10,22,15.0,170.0,176.0,Active
6,10,30,25,15,19,54.0,92.0,98.0,Active
6,11,18,23,11,24,95.0,10.0,16.0,Active
6,12,4,15,18,1,73.0,54.0,60.0,Active
6,13,12,11,0,27,76.0,48.0,54.0,Active
6,14,13,22,29,8,72.0,56.0,62.0,Active
6,15,12,26,15,5,78.0,44.0,50.0,Active
6,16,25,16,22,16,53.0,94.0,100.0,Active
6,17,28,3,15,7,18.0,164.0,170.0,Active
6,18,26,15,29,20,83.0,34.0,40.0,Active
6,19,18,17,4,17,47.0,106.0,112.0,Active
6,20,25,13,28,31,52.0,96.0,102.0,Active
6,21,8,19,25,21,40.0,120.0,126.0,Active
6,22,24,27,0,30,23.0,154.0,160.0,Active
6,23,18,5,14,4,91.0,18.0,24.0,Active
6,24,14,14,13,28,78.0,44.0,50.0,Active
6,25,22,21,24,29,65.0,70.0,76.0,Active
6,26,19,9,27,7,43.0,114.0,120.0,Active
6,27,27,13,4,7,81.0,38.0,44.0,Active
6,28,21,12,21,6,56.0,88.0,94.0,Active
6,29,28,28,1,11,47.0,106.0,112.0,Active
6,30,29,24,4,18,47.0,106.0,112.0,Active
6,31,14,1,20,0,27.0,146.0,152.0,Active
6,32,4,16,31,25,15.0,170.0,176.0,Active
6,33,20,8,24,8,57.0,86.0,92.0,Active
6,34,12,12,12,10,87.0,26.0,32.0,Active
6,35,14,17,5,18,12.0,176.0,182.0,Active
6,36,20,21,0,26,85.0,30.0,36.0,Active
6,37,11,10,1,4,82.0,36.0,42.0,Active
6,38,14,5,6,2,32.0,136.0,142.0,Active
6,39,18,29,11,18,64.0,72.0,78.0,Active
6,40,8,20,13,5,22.0,156.0,162.0,Active
6,41,24,14,5,5,75.0,50.0,56.0,Active
6,42,5,9,9,22,70.0,60.0,66.0,Active
6,43,25,8,25,10,39.8,120.4,126.4,Active
6,44,23,27,18,31,13.0,174.0,180.0,Active
6,45,20,29,14,29,95.0,10.0,16.0,Active
6,46,13,5,27,0,47.4,105.2,111.2,Active
6,47,14,24,7,23,88.0,24.0,30.0,Active
6,48,30,20,30,20,69.5,61.0,61.0,Finished
6,49,10,1,7,8,77.0,46.0,52.0,Active
7,0,10,12,7,18,14.5,171.0,178.0,Active
7,1,24,11,1,16,76.5,47.0,54.0,Active
7,2,11,5,13,21,65.5,69.0,76.0,Active
7,3,17,17,18,18,45.5,109.0,116.0,Active
7,4,7,23,7,15,45.5,109.0,116.0,Active
7,5,21,6,6,14,84.5,31.0,38.0,Active
7,6,24,19,27,4,13.5,173.0,180.0,Active
7,7,21,4,0,29,69.5,61.0,68.0,Active
7,8,25,9,25,9,26.0,148.0,148.0,Finished
7,9,6,14,10,22,14.5,171.0,178.0,Active
7,10,29,25,15,19,53.5,93.0,100.0,Active
7,11,17,23,11,24,94.5,11.0,18.0,Active
7,12,5,15,18,1,72.5,55.0,62.0,Active
7,13,11,11,0,27,75.5,49.0,56.0,Active
7,14,13,21,29,8,71.5,57.0,64.0,Active
7,15,12,25,15,5,77.5,45.0,52.0,Active
7,16,24,16,22,16,52.5,95.0,102.0,Active
7,17,27,3,15,7,17.5,165.0,172.0,Active
7,18,26,16,29,20,82.5,35.0,42.0,Active
7,19,18,17,4,17,46.9,106.2,113.2,Active
7,20,26,13,28,31,51.5,97.0,104.0,Active
7,21,9,19,25,21,39.5,121.0,128.0,Active
7,22,23,27,0,30,22.5,155.0,162.0,Active
7,23,17,5,14,4,90.5,19.0,26.0,Active
7,24,13,14,13,28,77.5,45.0,52.0,Active
7,25,23,21,24,29,64.5,71.0,78.0,Active
7,26,20,9,27,7,42.5,115.0,122.0,Active
7,27,27,13,4,7,80.9,38.2,45.2,Active
7,28,21,11,21,6,55.5,89.0,96.0,Active
7,29,27,28,1,11,46.5,107.0,114.0,Active
7,30,28,24,4,18,46.5,107.0,114.0,Active
7,31,15,1,20,0,26.5,147.0,154.0,Active
7,32,4,17,31,25,14.5,171.0,178.0,Active
7,33,21,8,24,8,56.5,87.0,94.0,Active
7,34,12,11,12,10,86.5,27.0,34.0,Active
7,35,13,17,5,18,11.5,177.0,184.0,Active
7,36,19,21,0,26,84.5,31.0,38.0,Active
7,37,10,10,1,4,81.5,37.0,44.0,Active
7,38,13,5,6,2,31.5,137.0,144.0,Active
7,39,18,28,11,18,63.5,73.0,80.0,Active
7,40,8,19,13,5,21.5,157.0,164.0,Active
7,41,24,13,5,5,74.5,51.0,58.0,Active
7,42,6,9,9,22,69.5,61.0,68.0,Active
7,43,25,8,25,10,39.7,120.6,127.6,Active
7,44,22,27,18,31,12.5,175.0,182.0,Active
7,45,19,29,14,29,94.5,11.0,18.0,Active
7,46,13,4,27,0,46.9,106.2,113.2,Active
7,47,14,23,7,23,87.5,25.0,32.0,Active
7,48,30,20,30,20,69.5,61.0,61.0,Finished
7,49,9,1,7,8,76.5,47.0,54.0,Active
8,0,10,13,7,18,14.0,172.0,180.0,Active
8,1,24,12,1,16,76.0,48.0,56.0,Active
8,2,11,6,13,21,65.0,70.0,78.0,Active
8,3,18,17,18,18,45.0,110.0,118.0,Active
8,4,7,22,7,15,45.0,110.0,118.0,Active
8,5,21,7,6,14,84.0,32.0,40.0,Active
8,6,24,18,27,4,13.0,174.0,182.0,Active
8,7,21,5,0,29,69.0,62.0,70.0,Active
8,8,25,9,25,9,26.0,148.0,148.0,Finished
8,9,6,15,10,22,14.0,172.0,180.0,Active
8,10,28,25,15,19,53.0,94.0,102.0,Active
8,11,17,24,11,24,94.0,12.0,20.0,Active
8,12,5,14,18,1,72.0,56.0,64.0,Active
8,13,10,11,0,27,75.0,50.0,58.0,Active
8,14,14,21,29,8,71.0,58.0,66.0,Active
8,15,12,24,15,5,77.0,46.0,54.0,Active
8,16,23,16,22,16,52.0,96.0,104.0,Active
8,17,26,3,15,7,17.0,166.0,174.0,Active
8,18,26,17,29,20,82.0,36.0,44.0,Active
8,19,18,18,4,17,46.4,107.2,115.2,Active
8,20,26,14,28,31,51.0,98.0,106.0,Active
8,21,9,20,25,21,39.0,122.0,130.0,Active
8,22,22,27,0,30,22.0,156.0,164.0,Active
8,23,16,5,14,4,90.0,20.0,28.0,Active
8,24,13,15,13,28,77.0,46.0,54.0,Active
8,25,24,21,24,29,64.0,72.0,80.0,Active
8,26,21,9,27,7,42.0,116.0,124.0,Active
8,27,26,13,4,7,80.4,39.2,47.2,Active
8,28,21,10,21,6,55.0,90.0,98.0,Active
8,29,27,27,1,11,46.0,108.0,116.0,Active
8,30,27,24,4,18,46.0,108.0,116.0,Active
8,31,16,1,20,0,26.0,148.0,156.0,Active
8,32,4,18,31,25,14.0,172.0,180.0,Active
8,33,22,8,24,8,56.0,88.0,96.0,Active
8,34,12,10,12,10,86.5,27.0,27.0,Finished
8,35,12,17,5,18,11.0,178.0,186.0,Active
8,36,18,21,0,26,84.0,32.0,40.0,Active
8,37,9,10,1,4,81.0,38.0,46.0,Active
8,38,12,5,6,2,31.0,138.0,146.0,Active
8,39,18,27,11,18,63.0,74.0,82.0,Active
8,40,9,19,13,5,21.0,158.0,166.0,Active
8,41,23,13,5,5,74.0,52.0,60.0,Active
8,42,6,10,9,22,69.0,62.0,70.0,Active
8,43,25,8,25,10,39.6,120.8,128.8,Active
8,44,21,27,18,31,12.0,176.0,184.0,Active
8,45,18,29,14,29,94.0,12.0,20.0,Active
8,46,14,4,27,0,46.4,107.2,115.2,Active
8,47,13,23,7,23,87.0,26.0,34.0,Active
8,48,30,20,30,20,69.5,61.0,61.0,Finished
8,49,9,2,7,8,76.0,48.0,56.0,Active
9,0,10,14,7,18,13.5,173.0,182.0,Active
9,1,23,12,1,16,75.5,49.0,58.0,Active
9,2,11,7,13,21,64.5,71.0,80.0,Active
9,3,18,18,18,18,45.0,110.0,110.0,Finished
9,4,7,21,7,15,44.5,111.0,120.0,Active
9,5,20,7,6,14,83.5,33.0,42.0,Active
9,6,24,17,27,4,12.5,175.0,184.0,Active
9,7,21,6,0,29,68.5,63.0,72.0,Active
9,8,25,9,25,9,26.0,148.0,148.0,Finished
9,9,6,16,10,22,13.5,173.0,182.0,Active
9,10,28,24,15,19,52.5,95.0,104.0,Active
9,11,16,24,11,24,93.5,13.0,22.0,Active
9,12,6,14,18,1,71.5,57.0,66.0,Active
9,13,10,12,0,27,74.5,51.0,60.0,Active
9,14,15,21,29,8,70.5,59.0,68.0,Active
9,15,12,23,15,5,76.5,47.0,56.0,Active
9,16,22,16,22,16,52.0,96.0,96.0,Finished
9,17,25,3,15,7,16.5,167.0,176.0,Active
9,18,26,18,29,20,81.5,37.0,46.0,Active
9,19,18,19,4,17,45.9,108.2,117.2,Active
9,20,26,15,28,31,50.5,99.0,108.0,Active
9,21,10,20,25,21,38.5,123.0,132.0,Active
9,22,21,27,0,30,21.5,157.0,166.0,Active
9,23,15,5,14,4,89.5,21.0,30.0,Active
9,24,13,16,13,28,76.5,47.0,56.0,Active
9,25,24,22,24,29,63.5,73.0,82.0,Active
9,26,21,8,27,7,41.5,117.0,126.0,Active
9,27,26,12,4,7,79.9,40.2,49.2,Active
9,28,21,9,21,6,54.5,91.0,100.0,Active
9,29,26,27,1,11,45.5,109.0,118.0,Active
9,30,26,24,4,18,45.5,109.0,118.0,Active
9,31,17,1,20,0,25.5,149.0,158.0,Active
9,32,5,18,31,25,13.5,173.0,182.0,Active
9,33,23,8,24,8,55.5,89.0,98.0,Active
9,34,12,10,12,10,86.5,27.0,27.0,Finished
9,35,11,17,5,18,10.5,179.0,188.0,Active
9,36,18,22,0,26,83.5,33.0,42.0,Active
9,37,8,10,1,4,80.5,39.0,48.0,Active
9,38,11,5,6,2,30.5,139.0,148.0,Active
9,39,17,27,11,18,62.5,75.0,84.0,Active
9,40,10,19,13,5,20.5,159.0,168.0,Active
9,41,22,13,5,5,73.5,53.0,62.0,Active
9,42,6,11,9,22,68.5,63.0,72.0,Active
9,43,25,8,25,10,39.5,121.0,130.0,Active
9,44,20,27,18,31,11.5,177.0,186.0,Active
9,45,17,29,14,29,93.5,13.0,22.0,Active
9,46,14,5,27,0,45.9,108.2,117.2,Active
9,47,13,23,7,23,86.9,26.2,35.2,Active
9,48,30,20,30,20,69.5,61.0,61.0,Finished
9,49,9,3,7,8,75.5,49.0,58.0,Active
10,0,9,14,7,18,13.0,174.0,184.0,Active
10,1,23,13,1,16,75.0,50.0,60.0,Active
10,2,11,8,13,21,64.0,72.0,82.0,Active
10,3,18,18,18,18,45.0,110.0,110.0,Finished
10,4,7,20,7,15,44.0,112.0,122.0,Active
10,5,19,7,6,14,83.0,34.0,44.0,Active
10,6,25,17,27,4,12.0,176.0,186.0,Active
10,7,21,7,0,29,68.0,64.0,74.0,Active
10,8,25,9,25,9,26.0,148.0,148.0,Finished
10,9,6,17,10,22,13.0,174.0,184.0,Active
10,10,27,24,15,19,52.0,96.0,106.0,Active
10,11,15,24,11,24,93.0,14.0,24.0,Active
10,12,6,13,18,1,71.0,58.0,68.0,Active
